Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.2 (lin64) Build 3671981 Fri Oct 14 04:59:54 MDT 2022
| Date         : Fri Dec 13 08:30:22 2024
| Host         : bwrc-amd1 running 64-bit Ubuntu 20.04.6 LTS
| Command      : report_utilization -hierarchical -file /bwrcq/C/vikramj/dsp-chiplet-to/chipyard/fpga/generated-src/chipyard.fpga.nexysvideo.NexysVideoHarness.BringupNexysVideoConfig/obj/report/utilization.txt
| Design       : NexysVideoHarness
| Device       : xc7a200tsbg484-1
| Speed File   : -1
| Design State : Physopt postRoute
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+------------------------------------------------------------------------------+----------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
|                                   Instance                                   |                             Module                             | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP Blocks |
|               (sink)                                                         |                                    AsyncQueueSink_5__xdcDup__5 |          0 |          0 |       0 |    0 |     9 |      0 |      0 |          0 |
|               source_valid                                                   |                                     AsyncValidSync__xdcDup__10 |          8 |          8 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 io_out_sink_valid_0                                          |          AsyncResetSynchronizerShiftReg_w1_d3_i0_4__xdcDup__10 |          8 |          8 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   output_chain                                               |      AsyncResetSynchronizerPrimitiveShiftReg_d3_i0__xdcDup__11 |          8 |          8 |       0 |    0 |     1 |      0 |      0 |          0 |
|               widx_widx_gray                                                 |                    AsyncResetSynchronizerShiftReg_w4_d3_i0_290 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                 output_chain                                                 |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_291 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_1                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_292 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_2                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_293 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_3                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_294 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             source                                                           |                                         AsyncQueueSource_5_284 |          8 |          8 |       0 |    0 |    20 |      0 |      0 |          0 |
|               (source)                                                       |                                         AsyncQueueSource_5_284 |          6 |          6 |       0 |    0 |     8 |      0 |      0 |          0 |
|               ridx_ridx_gray                                                 |                    AsyncResetSynchronizerShiftReg_w4_d3_i0_285 |          2 |          2 |       0 |    0 |    12 |      0 |      0 |          0 |
|                 output_chain                                                 |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_286 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_1                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_287 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_2                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_288 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_3                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_289 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|           out_phits_out_async_1                                              |                                          AsyncQueue__xdcDup__4 |         33 |         33 |       0 |    0 |    54 |      0 |      0 |          0 |
|             sink                                                             |                                    AsyncQueueSink_5__xdcDup__4 |          8 |          8 |       0 |    0 |    23 |      0 |      0 |          0 |
|               (sink)                                                         |                                    AsyncQueueSink_5__xdcDup__4 |          0 |          0 |       0 |    0 |     9 |      0 |      0 |          0 |
|               io_deq_bits_deq_bits_reg                                       |                                 ClockCrossingReg_w1__xdcDup__2 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|               source_valid                                                   |                                      AsyncValidSync__xdcDup__9 |          8 |          8 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 io_out_sink_valid_0                                          |           AsyncResetSynchronizerShiftReg_w1_d3_i0_4__xdcDup__9 |          8 |          8 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   output_chain                                               |      AsyncResetSynchronizerPrimitiveShiftReg_d3_i0__xdcDup__10 |          8 |          8 |       0 |    0 |     1 |      0 |      0 |          0 |
|               widx_widx_gray                                                 |                    AsyncResetSynchronizerShiftReg_w4_d3_i0_279 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                 output_chain                                                 |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_280 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_1                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_281 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_2                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_282 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_3                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_283 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             source                                                           |                                         AsyncQueueSource_5_270 |         25 |         25 |       0 |    0 |    31 |      0 |      0 |          0 |
|               (source)                                                       |                                         AsyncQueueSource_5_270 |          4 |          4 |       0 |    0 |    16 |      0 |      0 |          0 |
|               ridx_ridx_gray                                                 |                    AsyncResetSynchronizerShiftReg_w4_d3_i0_271 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                 output_chain                                                 |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_275 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_1                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_276 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_2                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_277 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_3                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_278 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|               sink_valid                                                     |                                             AsyncValidSync_272 |         21 |         21 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 io_out_sink_valid_0                                          |                  AsyncResetSynchronizerShiftReg_w1_d3_i0_4_273 |         21 |         21 |       0 |    0 |     3 |      0 |      0 |          0 |
|                   output_chain                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_274 |         21 |         21 |       0 |    0 |     3 |      0 |      0 |          0 |
|           out_phits_out_async_2                                              |                                          AsyncQueue__xdcDup__3 |         26 |         26 |       0 |    0 |    51 |      0 |      0 |          0 |
|             sink                                                             |                                    AsyncQueueSink_5__xdcDup__3 |         11 |         11 |       0 |    0 |    23 |      0 |      0 |          0 |
|               (sink)                                                         |                                    AsyncQueueSink_5__xdcDup__3 |          0 |          0 |       0 |    0 |     9 |      0 |      0 |          0 |
|               io_deq_bits_deq_bits_reg                                       |                                 ClockCrossingReg_w1__xdcDup__3 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|               source_valid                                                   |                                      AsyncValidSync__xdcDup__8 |          9 |          9 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 io_out_sink_valid_0                                          |           AsyncResetSynchronizerShiftReg_w1_d3_i0_4__xdcDup__8 |          9 |          9 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   output_chain                                               |       AsyncResetSynchronizerPrimitiveShiftReg_d3_i0__xdcDup__9 |          9 |          9 |       0 |    0 |     1 |      0 |      0 |          0 |
|               widx_widx_gray                                                 |                    AsyncResetSynchronizerShiftReg_w4_d3_i0_265 |          1 |          1 |       0 |    0 |    12 |      0 |      0 |          0 |
|                 output_chain                                                 |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_266 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_1                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_267 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_2                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_268 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_3                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_269 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             source                                                           |                                         AsyncQueueSource_5_259 |         15 |         15 |       0 |    0 |    28 |      0 |      0 |          0 |
|               (source)                                                       |                                         AsyncQueueSource_5_259 |         13 |         13 |       0 |    0 |    16 |      0 |      0 |          0 |
|               ridx_ridx_gray                                                 |                    AsyncResetSynchronizerShiftReg_w4_d3_i0_260 |          2 |          2 |       0 |    0 |    12 |      0 |      0 |          0 |
|                 output_chain                                                 |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_261 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_1                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_262 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_2                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_263 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_3                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_264 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|           out_phits_out_async_3                                              |                                          AsyncQueue__xdcDup__2 |         27 |         27 |       0 |    0 |    51 |      0 |      0 |          0 |
|             sink                                                             |                                    AsyncQueueSink_5__xdcDup__2 |         12 |         12 |       0 |    0 |    23 |      0 |      0 |          0 |
|               (sink)                                                         |                                    AsyncQueueSink_5__xdcDup__2 |          0 |          0 |       0 |    0 |     9 |      0 |      0 |          0 |
|               io_deq_bits_deq_bits_reg                                       |                                 ClockCrossingReg_w1__xdcDup__4 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|               source_valid                                                   |                                      AsyncValidSync__xdcDup__7 |          9 |          9 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 io_out_sink_valid_0                                          |           AsyncResetSynchronizerShiftReg_w1_d3_i0_4__xdcDup__7 |          9 |          9 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   output_chain                                               |       AsyncResetSynchronizerPrimitiveShiftReg_d3_i0__xdcDup__8 |          9 |          9 |       0 |    0 |     1 |      0 |      0 |          0 |
|               widx_widx_gray                                                 |                    AsyncResetSynchronizerShiftReg_w4_d3_i0_254 |          1 |          1 |       0 |    0 |    12 |      0 |      0 |          0 |
|                 output_chain                                                 |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_255 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_1                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_256 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_2                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_257 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_3                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_258 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             source                                                           |                                         AsyncQueueSource_5_248 |         15 |         15 |       0 |    0 |    28 |      0 |      0 |          0 |
|               (source)                                                       |                                         AsyncQueueSource_5_248 |         13 |         13 |       0 |    0 |    16 |      0 |      0 |          0 |
|               ridx_ridx_gray                                                 |                    AsyncResetSynchronizerShiftReg_w4_d3_i0_249 |          2 |          2 |       0 |    0 |    12 |      0 |      0 |          0 |
|                 output_chain                                                 |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_250 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_1                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_251 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_2                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_252 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_3                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_253 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|           out_phits_out_async_4                                              |                                          AsyncQueue__xdcDup__1 |         22 |         22 |       0 |    0 |    51 |      0 |      0 |          0 |
|             sink                                                             |                                    AsyncQueueSink_5__xdcDup__1 |          7 |          7 |       0 |    0 |    23 |      0 |      0 |          0 |
|               (sink)                                                         |                                    AsyncQueueSink_5__xdcDup__1 |          0 |          0 |       0 |    0 |     9 |      0 |      0 |          0 |
|               io_deq_bits_deq_bits_reg                                       |                                 ClockCrossingReg_w1__xdcDup__5 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|               source_valid                                                   |                                      AsyncValidSync__xdcDup__1 |          7 |          7 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 io_out_sink_valid_0                                          |           AsyncResetSynchronizerShiftReg_w1_d3_i0_4__xdcDup__1 |          7 |          7 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   output_chain                                               |       AsyncResetSynchronizerPrimitiveShiftReg_d3_i0__xdcDup__1 |          7 |          7 |       0 |    0 |     1 |      0 |      0 |          0 |
|               widx_widx_gray                                                 |                    AsyncResetSynchronizerShiftReg_w4_d3_i0_243 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|                 output_chain                                                 |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_244 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_1                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_245 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_2                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_246 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_3                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_247 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             source                                                           |                                             AsyncQueueSource_5 |         15 |         15 |       0 |    0 |    28 |      0 |      0 |          0 |
|               (source)                                                       |                                             AsyncQueueSource_5 |         13 |         13 |       0 |    0 |    16 |      0 |      0 |          0 |
|               ridx_ridx_gray                                                 |                    AsyncResetSynchronizerShiftReg_w4_d3_i0_238 |          2 |          2 |       0 |    0 |    12 |      0 |      0 |          0 |
|                 output_chain                                                 |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_239 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_1                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_240 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_2                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_241 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 output_chain_3                                               |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_242 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|           out_phits_out_async_io_enq_flit2phit                               |                                                     FlitToPhit |          4 |          4 |       0 |    0 |     4 |      0 |      0 |          0 |
|           out_phits_out_async_io_enq_flit2phit_1                             |                                                 FlitToPhit_229 |         11 |         11 |       0 |    0 |    19 |      0 |      0 |          0 |
|           out_phits_out_async_io_enq_flit2phit_2                             |                                                 FlitToPhit_230 |          6 |          6 |       0 |    0 |     5 |      0 |      0 |          0 |
|           out_phits_out_async_io_enq_flit2phit_3                             |                                                 FlitToPhit_231 |          6 |          6 |       0 |    0 |     5 |      0 |      0 |          0 |
|           out_phits_out_async_io_enq_flit2phit_4                             |                                                 FlitToPhit_232 |         11 |         11 |       0 |    0 |    19 |      0 |      0 |          0 |
|           out_phits_out_async_io_enq_q                                       |                                                   Queue_69_233 |          5 |          5 |       0 |    0 |     3 |      0 |      0 |          0 |
|           out_phits_out_async_io_enq_q_1                                     |                                                   Queue_69_234 |          6 |          6 |       0 |    0 |     7 |      0 |      0 |          0 |
|           out_phits_out_async_io_enq_q_2                                     |                                                   Queue_69_235 |          7 |          7 |       0 |    0 |     7 |      0 |      0 |          0 |
|           out_phits_out_async_io_enq_q_3                                     |                                                   Queue_69_236 |          7 |          7 |       0 |    0 |     7 |      0 |      0 |          0 |
|           out_phits_out_async_io_enq_q_4                                     |                                                   Queue_69_237 |          6 |          6 |       0 |    0 |     7 |      0 |      0 |          0 |
|         phy_io_outer_reset_catcher                                           |                                ResetCatchAndSync_d3__xdcDup__1 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|           io_sync_reset_chain                                                |             AsyncResetSynchronizerShiftReg_w1_d3_i0__xdcDup__1 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|             output_chain                                                     |       AsyncResetSynchronizerPrimitiveShiftReg_d3_i0__xdcDup__7 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|         serdesser                                                            |                                                    TLSerdesser |        356 |        356 |       0 |    0 |   580 |      0 |      0 |          0 |
|           TLAFromBeat                                                        |                                                    TLAFromBeat |          0 |          0 |       0 |    0 |    50 |      0 |      0 |          0 |
|           TLAToBeat                                                          |                                                      TLAToBeat |         97 |         97 |       0 |    0 |   129 |      0 |      0 |          0 |
|             (TLAToBeat)                                                      |                                                      TLAToBeat |          2 |          2 |       0 |    0 |     7 |      0 |      0 |          0 |
|             q                                                                |                                                       Queue_68 |         95 |         95 |       0 |    0 |   122 |      0 |      0 |          0 |
|           TLBFromBeat                                                        |                                                    TLBFromBeat |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           TLCFromBeat                                                        |                                                    TLCFromBeat |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           TLDFromBeat                                                        |                                                    TLDFromBeat |          0 |          0 |       0 |    0 |    19 |      0 |      0 |          0 |
|           TLDToBeat                                                          |                                                      TLDToBeat |         77 |         77 |       0 |    0 |    92 |      0 |      0 |          0 |
|             (TLDToBeat)                                                      |                                                      TLDToBeat |          1 |          1 |       0 |    0 |     7 |      0 |      0 |          0 |
|             q                                                                |                                                       Queue_65 |         76 |         76 |       0 |    0 |    85 |      0 |      0 |          0 |
|           TLEFromBeat                                                        |                                                    TLEFromBeat |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|           des_1                                                              |                                          GenericDeserializer_1 |         53 |         53 |       0 |    0 |    67 |      0 |      0 |          0 |
|           des_2                                                              |                                          GenericDeserializer_2 |          6 |          6 |       0 |    0 |     5 |      0 |      0 |          0 |
|           des_3                                                              |                                          GenericDeserializer_3 |          6 |          6 |       0 |    0 |     5 |      0 |      0 |          0 |
|           des_4                                                              |                                      GenericDeserializer_2_219 |         38 |         38 |       0 |    0 |    80 |      0 |      0 |          0 |
|           ser_1                                                              |                                            GenericSerializer_1 |         30 |         30 |       0 |    0 |    54 |      0 |      0 |          0 |
|           ser_2                                                              |                                            GenericSerializer_2 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|           ser_3                                                              |                                            GenericSerializer_3 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|           ser_4                                                              |                                        GenericSerializer_2_220 |         43 |         43 |       0 |    0 |    70 |      0 |      0 |          0 |
|       subsystem_obus                                                         |                                                     OffchipBus |        272 |        260 |      12 |    0 |    77 |      0 |      0 |          0 |
|         coupler_to_port_named_serial_tl_0_out                                |                                        TLInterconnectCoupler_9 |        272 |        260 |      12 |    0 |    77 |      0 |      0 |          0 |
|           combiner                                                           |                                               TLSourceCombiner |        272 |        260 |      12 |    0 |    77 |      0 |      0 |          0 |
|             (combiner)                                                       |                                               TLSourceCombiner |         95 |         95 |       0 |    0 |    77 |      0 |      0 |          0 |
|             sourceIdMap_ext                                                  |                                               sourceIdMap_64x9 |        178 |        166 |      12 |    0 |     0 |      0 |      0 |          0 |
|   dutWrangler                                                                |                                                  ResetWrangler |          6 |          6 |       0 |    0 |    20 |      0 |      0 |          0 |
|     debounced_debounce                                                       |                                        AsyncResetRegVec_w13_i0 |          4 |          4 |       0 |    0 |    13 |      0 |      0 |          0 |
|     deglitched_deglitch                                                      |                                                  AsyncResetReg |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|     nodeOut_reset_catcher                                                    |                                           ResetCatchAndSync_d3 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|       io_sync_reset_chain                                                    |                    AsyncResetSynchronizerShiftReg_w1_d3_i0_217 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|         output_chain                                                         |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_218 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|     nodeOut_reset_catcher_3                                                  |                                       ResetCatchAndSync_d3_215 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|       io_sync_reset_chain                                                    |                        AsyncResetSynchronizerShiftReg_w1_d3_i0 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|         output_chain                                                         |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_216 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|   harnessSysPLLNode                                                          |                                              harnessSysPLLNode |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|     inst                                                                     |                                      harnessSysPLLNode_clk_wiz |          0 |          0 |       0 |    0 |     0 |      0 |      0 |          0 |
|   mig                                                                        |                                            XilinxNexysVideoMIG |       8429 |       6750 |    1476 |  203 |  8489 |      0 |      0 |          0 |
|     axi4asource                                                              |                                        AXI4AsyncCrossingSource |        124 |        124 |       0 |    0 |  1393 |      0 |      0 |          0 |
|       nodeIn_b_sink                                                          |                                               AsyncQueueSink_4 |         25 |         25 |       0 |    0 |    30 |      0 |      0 |          0 |
|         (nodeIn_b_sink)                                                      |                                               AsyncQueueSink_4 |          0 |          0 |       0 |    0 |     8 |      0 |      0 |          0 |
|         io_deq_bits_deq_bits_reg                                             |                                            ClockCrossingReg_w6 |         16 |         16 |       0 |    0 |     4 |      0 |      0 |          0 |
|         source_extend                                                        |                                             AsyncValidSync_204 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|           io_out_sink_valid_0                                                |                  AsyncResetSynchronizerShiftReg_w1_d3_i0_4_213 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|             output_chain                                                     |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_214 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|         source_valid                                                         |                                             AsyncValidSync_205 |          8 |          8 |       0 |    0 |     3 |      0 |      0 |          0 |
|           io_out_sink_valid_0                                                |                  AsyncResetSynchronizerShiftReg_w1_d3_i0_4_211 |          8 |          8 |       0 |    0 |     3 |      0 |      0 |          0 |
|             output_chain                                                     |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_212 |          8 |          8 |       0 |    0 |     3 |      0 |      0 |          0 |
|         widx_widx_gray                                                       |                    AsyncResetSynchronizerShiftReg_w4_d3_i0_206 |          1 |          1 |       0 |    0 |    12 |      0 |      0 |          0 |
|           output_chain                                                       |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_207 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|           output_chain_1                                                     |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_208 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|           output_chain_2                                                     |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_209 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|           output_chain_3                                                     |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_210 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|       nodeIn_r_sink                                                          |                                               AsyncQueueSink_3 |         65 |         65 |       0 |    0 |    89 |      0 |      0 |          0 |
|         (nodeIn_r_sink)                                                      |                                               AsyncQueueSink_3 |          0 |          0 |       0 |    0 |     8 |      0 |      0 |          0 |
|         io_deq_bits_deq_bits_reg                                             |                                           ClockCrossingReg_w71 |         62 |         62 |       0 |    0 |    69 |      0 |      0 |          0 |
|         widx_widx_gray                                                       |                    AsyncResetSynchronizerShiftReg_w4_d3_i0_199 |          4 |          4 |       0 |    0 |    12 |      0 |      0 |          0 |
|           output_chain                                                       |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_200 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|           output_chain_1                                                     |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_201 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|           output_chain_2                                                     |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_202 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|           output_chain_3                                                     |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_203 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|       nodeOut_ar_source                                                      |                                             AsyncQueueSource_2 |         12 |         12 |       0 |    0 |   332 |      0 |      0 |          0 |
|         (nodeOut_ar_source)                                                  |                                             AsyncQueueSource_2 |          8 |          8 |       0 |    0 |   320 |      0 |      0 |          0 |
|         ridx_ridx_gray                                                       |                    AsyncResetSynchronizerShiftReg_w4_d3_i0_194 |          4 |          4 |       0 |    0 |    12 |      0 |      0 |          0 |
|           output_chain                                                       |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_195 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|           output_chain_1                                                     |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_196 |          2 |          2 |       0 |    0 |     3 |      0 |      0 |          0 |
|           output_chain_2                                                     |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_197 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|           output_chain_3                                                     |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_198 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|       nodeOut_aw_source                                                      |                                         AsyncQueueSource_2_177 |         12 |         12 |       0 |    0 |   338 |      0 |      0 |          0 |
|         (nodeOut_aw_source)                                                  |                                         AsyncQueueSource_2_177 |          8 |          8 |       0 |    0 |   320 |      0 |      0 |          0 |
|         ridx_ridx_gray                                                       |                    AsyncResetSynchronizerShiftReg_w4_d3_i0_183 |          4 |          4 |       0 |    0 |    12 |      0 |      0 |          0 |
|           output_chain                                                       |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_190 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|           output_chain_1                                                     |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_191 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|           output_chain_2                                                     |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_192 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|           output_chain_3                                                     |              AsyncResetSynchronizerPrimitiveShiftReg_d3_i0_193 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|         source_valid_0                                                       |                                             AsyncValidSync_184 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|           io_out_sink_valid_0                                                |                  AsyncResetSynchronizerShiftReg_w1_d3_i0_4_188 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
